label,nose_x,nose_y,nose_z,nose_v,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,left_hip_x,left_hip_y,left_hip_z,left_hip_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v,left_knee_x,left_knee_y,left_knee_z,left_knee_v,right_knee_x,right_knee_y,right_knee_z,right_knee_v,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_v,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_v
no_error,0.626005054,0.415587991,0.279611051,0.999931931,0.598762333,0.473349631,-0.086353816,0.999913454,0.738418937,0.460209519,0.180052876,0.999723315,0.702584207,0.649860501,-0.107138798,0.99997133,0.78780818,0.643706977,0.105999492,0.999941409,0.568764627,0.631207764,0.148547843,0.981494904,0.722828448,0.673023343,0.521188021,0.76654762,0.614586592,0.773800671,0.095916338,0.981227696,0.755523801,0.779910982,0.454127163,0.914972305
no_error,0.628535748,0.43079266,0.323334098,0.999910593,0.600072086,0.482087255,-0.053110264,0.999907076,0.737074256,0.472105443,0.200721934,0.999732375,0.705186784,0.659166098,-0.107270837,0.999969959,0.787666142,0.650917888,0.106261022,0.999940038,0.575887859,0.637674868,0.135392666,0.966759443,0.722067237,0.675586462,0.499623775,0.728035867,0.613508463,0.775227964,0.055871055,0.971544027,0.755389512,0.785951734,0.406201482,0.904003441
no_error,0.628104448,0.431626558,0.370305747,0.999840379,0.59816426,0.486727655,-0.014510293,0.999868214,0.73721844,0.472353756,0.225287676,0.999625504,0.709035873,0.654652297,-0.110451907,0.999958336,0.790572047,0.646476805,0.109345973,0.999918044,0.579107702,0.633420706,0.09884727,0.941146493,0.714820564,0.654172957,0.454689384,0.617389798,0.614929199,0.775745153,-0.042878177,0.965186119,0.757397234,0.7825225,0.301417112,0.872623861
no_error,0.623253584,0.410562217,0.57894516,0.999644935,0.593683541,0.464351028,0.146459177,0.999822855,0.735484958,0.456055999,0.397434175,0.999412,0.702833116,0.625962377,-0.116204292,0.999950051,0.790123522,0.616139352,0.115155488,0.999896169,0.578811705,0.629316211,0.08160755,0.936688423,0.713150501,0.661978424,0.433167219,0.563820899,0.614371061,0.775448442,-0.169422448,0.967705786,0.757587612,0.778636515,0.182807013,0.867735624
no_error,0.61698097,0.382178545,0.526771843,0.999545813,0.593642473,0.435393572,0.122632295,0.999741018,0.727355063,0.424141407,0.373982131,0.999160588,0.709767103,0.593571961,-0.112892881,0.999929547,0.793234706,0.58270818,0.111984879,0.999864161,0.581234157,0.624495924,0.007996588,0.948289931,0.719793081,0.638759732,0.337942481,0.608192563,0.614826083,0.775397658,-0.191215217,0.972584665,0.754379034,0.776038587,0.163182825,0.882910192
no_error,0.609931767,0.360725611,0.474413514,0.999597073,0.595380604,0.410888493,0.092563681,0.999691367,0.723125398,0.400206238,0.358201593,0.999007583,0.720151782,0.56907016,-0.117001563,0.999895334,0.800056458,0.561598182,0.116322197,0.999801517,0.583016753,0.615871429,-0.051718052,0.962685287,0.728627563,0.642745614,0.347054243,0.682115555,0.618212163,0.771359861,-0.208201304,0.975171745,0.756655097,0.774714351,0.289080858,0.89171952
no_error,0.615269721,0.329954177,0.45347029,0.999537647,0.600308597,0.381224811,0.05854781,0.999661386,0.722636878,0.373253465,0.347982585,0.998690784,0.72021699,0.551627576,-0.121472679,0.999874473,0.800373197,0.543175459,0.120841421,0.99975723,0.582397938,0.613810718,-0.085081905,0.968148649,0.72974515,0.634251177,0.341975212,0.70851928,0.618827581,0.770558059,-0.212476552,0.972144008,0.75707382,0.774478137,0.285644323,0.882208526
no_error,0.536607027,0.379338503,0.512439907,0.993389547,0.412801623,0.417256802,0.340564966,0.998873949,0.551701605,0.407777458,0.138700902,0.999738991,0.369915158,0.545051098,0.116212912,0.999896824,0.453453422,0.547439575,-0.11740993,0.999913275,0.430137873,0.592691362,0.384289384,0.850139201,0.598647356,0.573681831,0.105879351,0.960662544,0.39589408,0.708396792,0.173895538,0.947389901,0.552421749,0.715355873,-0.075402901,0.981148243
no_error,0.559395969,0.417051792,0.406764746,0.99545002,0.431796968,0.444093794,0.241804421,0.999248445,0.557771683,0.457288265,0.096782811,0.999829173,0.368865728,0.585355699,0.105047628,0.999942124,0.452276081,0.595502317,-0.106223881,0.999952495,0.42291227,0.618401229,0.489100993,0.642704666,0.605709732,0.572855532,0.163322762,0.944741905,0.402465105,0.701706588,0.300053298,0.901057005,0.551327288,0.714018822,-0.024737397,0.980891705
no_error,0.555883408,0.431370616,0.453016132,0.997724056,0.4416596,0.45531112,0.288910151,0.999608815,0.559095383,0.472847104,0.089316323,0.999879241,0.369425982,0.592692614,0.113846861,0.99997443,0.447441638,0.607372344,-0.114785999,0.999979675,0.439241737,0.605635047,0.428267658,0.44450289,0.599673688,0.575954497,0.12455453,0.8995682,0.413027406,0.685112357,0.214100644,0.83546567,0.548236609,0.714272201,-0.057364389,0.963778436
no_error,0.562393188,0.43112129,0.456937581,0.998133361,0.444728047,0.456779093,0.283590257,0.999678969,0.559960902,0.476818293,0.089706413,0.999870062,0.370022178,0.593721926,0.120244473,0.999979734,0.448256433,0.60940814,-0.121083528,0.999983251,0.451162815,0.603167832,0.427894145,0.423505545,0.59881258,0.575663388,0.115461387,0.891377866,0.416380078,0.678449988,0.206507355,0.841205478,0.548237681,0.712846816,-0.085730717,0.962583601
no_error,0.558800995,0.431030244,0.460145533,0.998586535,0.444411218,0.459675968,0.264748007,0.999726892,0.561247885,0.478945404,0.091685764,0.999873281,0.372262716,0.59447968,0.112237178,0.999988019,0.451425701,0.610491216,-0.113210216,0.999989927,0.435436964,0.614294887,0.439193279,0.380301595,0.602621794,0.576173902,0.149583042,0.862421334,0.41358301,0.691877723,0.211157739,0.831145823,0.548120737,0.711289704,-0.04518225,0.958389223
no_error,0.556561708,0.422870427,0.443803072,0.998990119,0.443121076,0.456661046,0.250715315,0.999761403,0.56021601,0.475394875,0.093405277,0.999887884,0.372683197,0.588185728,0.109592289,0.999991417,0.449300617,0.606287897,-0.110614918,0.999992967,0.441092491,0.616833806,0.468584955,0.352655768,0.602712214,0.575566411,0.112902626,0.867112994,0.411545217,0.695630372,0.280318469,0.81602627,0.548043966,0.711125374,-0.090501875,0.959099174
no_error,0.558695018,0.404142469,0.369610071,0.999187589,0.436688572,0.438347131,0.225575447,0.999759793,0.556030631,0.446182072,0.05869621,0.999914467,0.370074183,0.559846878,0.105941713,0.999993563,0.446651727,0.577009022,-0.106822461,0.99999541,0.447082639,0.599416137,0.470794946,0.345180959,0.586266458,0.573546112,0.041047283,0.897693157,0.40435794,0.703196108,0.390775681,0.822925031,0.550619066,0.713018358,-0.151079476,0.968225777
no_error,0.546370566,0.375649124,0.441769153,0.997615695,0.434166253,0.412524492,0.225806922,0.999723434,0.558775425,0.413758963,0.1620913,0.99993372,0.371555895,0.527573466,0.085671112,0.999994397,0.449908108,0.53683728,-0.086669639,0.999996901,0.419403344,0.580720723,0.371190131,0.423962086,0.576049984,0.571166337,-0.029135155,0.93182385,0.402667612,0.70204854,0.215253815,0.868016243,0.547337294,0.713131011,-0.228506193,0.978956223
no_error,0.556476474,0.357045203,0.449944913,0.99753195,0.434807926,0.382195801,0.350754321,0.999628007,0.551386178,0.375343502,0.112128086,0.999936998,0.362361431,0.50033015,0.117918745,0.999992549,0.432394385,0.504420936,-0.1184448,0.999997079,0.416096419,0.57651937,0.202529818,0.589718342,0.568648875,0.564406157,-0.130362734,0.96513623,0.3951222,0.704375863,0.118216909,0.910125792,0.547173023,0.71229738,-0.304928184,0.98841548
no_error,0.470165402,0.30281049,0.692902803,0.999242425,0.380051881,0.367112279,0.247390851,0.999737263,0.579242349,0.361842424,0.307670385,0.999625683,0.419620842,0.622418702,-0.01936166,0.999774218,0.555654109,0.624721289,0.018413587,0.99975729,0.296493351,0.655704975,0.297661662,0.965726733,0.64667201,0.664150476,0.371342301,0.975531936,0.349441528,0.84586817,0.008893387,0.932786882,0.611612201,0.851874828,0.143987045,0.959965944
no_error,0.475093365,0.332723528,0.60991168,0.999550343,0.384730309,0.393005252,0.161653683,0.999832571,0.579229355,0.397272497,0.273326814,0.999769151,0.419910789,0.656939209,-0.040484849,0.999863625,0.554875016,0.663935065,0.039535284,0.999853313,0.288639188,0.653003931,0.337958097,0.979242206,0.655206621,0.653653204,0.454406202,0.984221339,0.350201398,0.839366436,0.201254874,0.959430218,0.611634016,0.85113579,0.306964546,0.975427926
no_error,0.472218573,0.35847953,0.461080074,0.999732196,0.384823233,0.417944491,0.056890078,0.999892235,0.580699205,0.421012849,0.136490554,0.999854267,0.420731187,0.679518104,-0.013441992,0.999914765,0.54891789,0.686332047,0.012379048,0.999909282,0.27819109,0.639352798,0.370896876,0.986728251,0.68657726,0.66802448,0.399826974,0.989399016,0.340577304,0.828812063,0.34594813,0.974110961,0.608061075,0.850729764,0.360891461,0.984172344
no_error,0.471210957,0.373303056,0.426910996,0.999838829,0.383242726,0.433908612,0.01931129,0.999923706,0.581866503,0.432278156,0.11101038,0.999903798,0.418069184,0.694722772,-0.011303823,0.999941468,0.543706715,0.702236414,0.010281077,0.999941468,0.27146855,0.634564161,0.39779973,0.990121067,0.68451798,0.669510365,0.41416955,0.992298007,0.339107662,0.821427584,0.418926507,0.981723785,0.616269886,0.85107851,0.418505311,0.989291728
no_error,0.472974151,0.339988768,0.581333458,0.999906898,0.378269702,0.392364532,0.159072623,0.999943793,0.575661898,0.397611022,0.249560773,0.999931633,0.411945015,0.64972353,-0.018467849,0.999964118,0.543569207,0.64786315,0.017189853,0.999964893,0.290950716,0.640787482,0.382596493,0.990709841,0.64107722,0.672145844,0.434527904,0.991159022,0.347342879,0.846683025,0.062517017,0.986812711,0.613046885,0.85346961,0.109724075,0.99235332
no_error,0.467316955,0.284547091,0.692801893,0.999935091,0.373936772,0.346928895,0.258875549,0.999935508,0.571016133,0.345029622,0.307834238,0.99992758,0.40896976,0.595233977,-0.024018897,0.999970853,0.549363852,0.595363379,0.023616888,0.999971628,0.303312838,0.63686502,0.312004089,0.992192507,0.640350282,0.653642416,0.383997887,0.990867376,0.345566869,0.841077507,-0.03429785,0.990770221,0.616647959,0.842814565,0.038984906,0.994106472
no_error,0.464559346,0.260897517,0.634962857,0.996687353,0.371677458,0.311703295,0.199716672,0.999596179,0.573945999,0.314252347,0.233312294,0.999518156,0.410802722,0.562473893,0.013800211,0.999738872,0.547393024,0.558064699,-0.015294973,0.999814153,0.332304209,0.654341757,0.169838741,0.957069874,0.628160417,0.665724635,0.218879119,0.971889198,0.34661749,0.839480937,-0.018586671,0.939394355,0.616919935,0.845454931,0.024763698,0.96823591
no_error,0.464859426,0.241885394,0.586967766,0.99343735,0.373078525,0.294381201,0.205395624,0.999377072,0.573620379,0.297263622,0.236135408,0.998893559,0.418080896,0.540681779,0.018963948,0.999537587,0.541566372,0.538463175,-0.020316055,0.999572515,0.339229077,0.654540777,0.090821967,0.884714603,0.624870062,0.664321184,0.108858019,0.915654659,0.346723169,0.842241585,-0.192978099,0.821213007,0.614361346,0.845460296,-0.158760384,0.875486791
no_error,0.470874846,0.218972161,0.696930766,0.995247841,0.374450028,0.274511993,0.216743901,0.999431431,0.574603915,0.27797085,0.297221512,0.999030292,0.412028193,0.516334116,0.001425566,0.999578297,0.541715682,0.514853954,-0.002065146,0.999601305,0.341659129,0.647898793,0.095582515,0.906833827,0.623877406,0.657096446,0.124045677,0.932140946,0.348541856,0.839179397,-0.316040069,0.871282935,0.611443579,0.844310522,-0.271999329,0.911560774
no_error,0.496998578,0.46433115,0.559472799,0.999509096,0.440777242,0.538781643,0.170658901,0.999837875,0.591543317,0.534054637,0.324882746,0.999824882,0.496507525,0.735848188,-0.067947723,0.999880373,0.594186962,0.733883142,0.067617938,0.999869704,0.381902099,0.757202029,0.221273646,0.990963221,0.653294027,0.768624008,0.398617953,0.988031447,0.442001671,0.901464224,-0.08626014,0.983694553,0.621230066,0.882395148,0.069379278,0.980406225
no_error,0.497859061,0.519997418,0.306112379,0.999706089,0.441472232,0.596625924,-0.029150873,0.999889135,0.591745615,0.579579175,0.119927935,0.999883354,0.504603922,0.799617827,-0.064980656,0.999925554,0.600057065,0.793491721,0.064106137,0.999918342,0.374988824,0.765693843,0.252096027,0.993464708,0.654425859,0.80781579,0.372577488,0.984996378,0.442380846,0.903630555,0.228410825,0.986833155,0.622326612,0.881107688,0.342674524,0.979245603
no_error,0.496632695,0.544691741,0.244925871,0.999786019,0.440031111,0.620229423,-0.058516536,0.999907315,0.589617193,0.601969898,0.100882813,0.999909997,0.504966497,0.814695954,-0.056649521,0.999946773,0.599521816,0.811273038,0.055479761,0.999942422,0.370437324,0.768182576,0.27072233,0.987851143,0.655837417,0.806175947,0.379336357,0.948286831,0.44511658,0.902226865,0.371246874,0.946892262,0.619457781,0.881446362,0.482428342,0.914617062
no_error,0.497276783,0.495193005,0.353284001,0.999883175,0.438811779,0.573868275,0.010079456,0.999934256,0.592984796,0.563872576,0.142206103,0.999934196,0.502967358,0.774074554,-0.057959337,0.999967992,0.602099299,0.768502414,0.057196863,0.999965072,0.377123713,0.755134284,0.179004326,0.987311065,0.657759547,0.795144796,0.350498766,0.935357273,0.443301052,0.901610076,0.074488804,0.939891756,0.620300949,0.877185106,0.279258609,0.893777728
no_error,0.494979709,0.469075471,0.548872113,0.999918342,0.439205974,0.534850955,0.17724967,0.999931574,0.595349133,0.537875354,0.325412303,0.999905825,0.500018179,0.719763875,-0.055555794,0.999972165,0.601940989,0.717573106,0.055188265,0.999966264,0.395894706,0.751276433,0.147453174,0.991325557,0.625884056,0.767438889,0.327190518,0.955512881,0.443733037,0.905812383,-0.068436854,0.959957957,0.621236801,0.88328737,0.081923038,0.929362357
no_error,0.497071534,0.448413521,0.622574747,0.999894917,0.450145662,0.509615958,0.225673601,0.999876797,0.592938364,0.508606911,0.40528658,0.99982506,0.506422639,0.690191805,-0.074969903,0.999958873,0.604904115,0.690479517,0.074475497,0.999943078,0.413196057,0.743357897,0.026765475,0.99384892,0.611968756,0.748047054,0.245789796,0.962513626,0.444555223,0.900728464,-0.135066167,0.973551214,0.620193958,0.883101583,0.049225628,0.948402107
no_error,0.47486496,0.473915458,0.243331358,0.998750985,0.492122591,0.52756232,-0.174555406,0.9996894,0.645689785,0.494534284,0.254202127,0.997763097,0.731923699,0.77813077,-0.158518881,0.999871969,0.833092928,0.743951797,0.156808197,0.999739349,0.469018817,0.773444116,0.165031821,0.928558171,0.683712244,0.756531477,0.670311213,0.415069133,0.527541399,0.982874334,-0.055655122,0.960897923,0.743357837,0.909259379,0.537722766,0.758033454
no_error,0.480572581,0.488090366,0.270326763,0.998620749,0.492877066,0.538293064,-0.148458332,0.999745607,0.652439475,0.514251411,0.257248998,0.997818351,0.731484532,0.78851831,-0.154586017,0.999875128,0.835267663,0.759397745,0.152892143,0.999748349,0.466085434,0.771398544,0.170710623,0.905296564,0.664567769,0.770231068,0.593081295,0.326648235,0.54481703,0.988051116,0.019016013,0.949655533,0.735846162,0.926012754,0.459999025,0.71208632
no_error,0.474455625,0.469228595,0.434654325,0.998431444,0.469100893,0.514461935,-0.01839648,0.999753237,0.633265436,0.480716348,0.342946559,0.996992588,0.714105248,0.71972394,-0.146333203,0.999891758,0.822969437,0.70797354,0.144524321,0.999773443,0.459579885,0.769726217,0.137733147,0.907051861,0.661444366,0.76134479,0.59500289,0.248396739,0.521955192,0.999463916,-0.179068387,0.952893853,0.739802599,0.921934962,0.360286117,0.677565753
no_error,0.466038495,0.422832549,0.435049415,0.998383403,0.468367994,0.470535547,-0.011312095,0.999720931,0.623991251,0.443085223,0.358561039,0.996077061,0.717435718,0.660605073,-0.141919434,0.99989754,0.822074592,0.648599744,0.140408218,0.999787867,0.471622199,0.769128442,0.052353986,0.927347779,0.688360691,0.752425909,0.533511102,0.253223509,0.518359065,0.998289347,-0.128003523,0.957697511,0.747836351,0.911826253,0.499057651,0.690979004
no_error,0.462031901,0.398535162,0.454717517,0.997202992,0.465769768,0.444691181,-0.001861864,0.999614239,0.62174958,0.42066735,0.381370991,0.995017588,0.706284344,0.629707277,-0.156588376,0.999869883,0.820472121,0.619805515,0.15551497,0.999766707,0.482513577,0.759404838,-0.021096775,0.938663423,0.707116246,0.764851809,0.482898176,0.267804325,0.517405808,0.993099868,-0.089791946,0.960073948,0.746547341,0.914644361,0.524726152,0.705244124
